,sessionID,labels,positive,neutral,negative,dims,time_shape,path
3965,Ses03M_impro08a_M025,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08a\Ses03M_impro08a_M025.pt
3966,Ses03M_impro08a_M026,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08a\Ses03M_impro08a_M026.pt
3967,Ses03M_impro08a_M027,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08a\Ses03M_impro08a_M027.pt
3968,Ses03M_impro08b_F001,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_F001.pt
3969,Ses03M_impro08b_F002,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_F002.pt
3970,Ses03M_impro08b_F003,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_F003.pt
3971,Ses03M_impro08b_F004,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_F004.pt
3972,Ses03M_impro08b_F005,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_F005.pt
3973,Ses03M_impro08b_F006,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_F006.pt
3974,Ses03M_impro08b_F007,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_F007.pt
3975,Ses03M_impro08b_F008,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_F008.pt
3976,Ses03M_impro08b_F009,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_F009.pt
3977,Ses03M_impro08b_F010,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_F010.pt
3978,Ses03M_impro08b_F011,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_F011.pt
3979,Ses03M_impro08b_F012,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_F012.pt
3980,Ses03M_impro08b_F013,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_F013.pt
3981,Ses03M_impro08b_F014,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_F014.pt
3982,Ses03M_impro08b_F015,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_F015.pt
3983,Ses03M_impro08b_F016,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_F016.pt
3984,Ses03M_impro08b_F021,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_F021.pt
3985,Ses03M_impro08b_F023,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_F023.pt
3986,Ses03M_impro08b_F024,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_F024.pt
3987,Ses03M_impro08b_M000,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_M000.pt
3988,Ses03M_impro08b_M001,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_M001.pt
3989,Ses03M_impro08b_M002,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_M002.pt
3990,Ses03M_impro08b_M003,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_M003.pt
3991,Ses03M_impro08b_M004,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_M004.pt
3992,Ses03M_impro08b_M005,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_M005.pt
3993,Ses03M_impro08b_M006,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_M006.pt
3994,Ses03M_impro08b_M007,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_M007.pt
3995,Ses03M_impro08b_M008,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_M008.pt
3996,Ses03M_impro08b_M009,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_M009.pt
3997,Ses03M_impro08b_M010,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_M010.pt
3998,Ses03M_impro08b_M011,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_M011.pt
3999,Ses03M_impro08b_M012,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_M012.pt
4000,Ses03M_impro08b_M013,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_M013.pt
4001,Ses03M_impro08b_M014,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_M014.pt
4002,Ses03M_impro08b_M015,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_M015.pt
4003,Ses03M_impro08b_M016,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_M016.pt
4004,Ses03M_impro08b_M017,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_M017.pt
4005,Ses03M_impro08b_M018,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_M018.pt
4006,Ses03M_impro08b_M019,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_M019.pt
4007,Ses03M_impro08b_M020,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_M020.pt
4008,Ses03M_impro08b_M021,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_M021.pt
4009,Ses03M_impro08b_M022,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_impro08b\Ses03M_impro08b_M022.pt
4010,Ses03M_script01_1_F000,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_F000.pt
4011,Ses03M_script01_1_F001,sur,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_F001.pt
4012,Ses03M_script01_1_F002,sur,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_F002.pt
4013,Ses03M_script01_1_F004,sad,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_F004.pt
4014,Ses03M_script01_1_F005,sad,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_F005.pt
4015,Ses03M_script01_1_F007,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_F007.pt
4016,Ses03M_script01_1_F008,sad,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_F008.pt
4017,Ses03M_script01_1_F013,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_F013.pt
4018,Ses03M_script01_1_F015,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_F015.pt
4019,Ses03M_script01_1_F016,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_F016.pt
4020,Ses03M_script01_1_F017,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_F017.pt
4021,Ses03M_script01_1_F020,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_F020.pt
4022,Ses03M_script01_1_F021,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_F021.pt
4023,Ses03M_script01_1_F022,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_F022.pt
4024,Ses03M_script01_1_F025,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_F025.pt
4025,Ses03M_script01_1_F026,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_F026.pt
4026,Ses03M_script01_1_F028,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_F028.pt
4027,Ses03M_script01_1_F030,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_F030.pt
4028,Ses03M_script01_1_F031,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_F031.pt
4029,Ses03M_script01_1_F033,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_F033.pt
4030,Ses03M_script01_1_F034,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_F034.pt
4031,Ses03M_script01_1_F038,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_F038.pt
4032,Ses03M_script01_1_F040,sad,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_F040.pt
4033,Ses03M_script01_1_F042,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_F042.pt
4034,Ses03M_script01_1_F043,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_F043.pt
4035,Ses03M_script01_1_F044,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_F044.pt
4036,Ses03M_script01_1_F045,sad,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_F045.pt
4037,Ses03M_script01_1_F046,sad,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_F046.pt
4038,Ses03M_script01_1_M000,sad,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M000.pt
4039,Ses03M_script01_1_M001,sad,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M001.pt
4040,Ses03M_script01_1_M002,sad,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M002.pt
4041,Ses03M_script01_1_M003,sad,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M003.pt
4042,Ses03M_script01_1_M004,sad,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M004.pt
4043,Ses03M_script01_1_M005,sad,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M005.pt
4044,Ses03M_script01_1_M006,sad,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M006.pt
4045,Ses03M_script01_1_M007,sad,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M007.pt
4046,Ses03M_script01_1_M008,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M008.pt
4047,Ses03M_script01_1_M009,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M009.pt
4048,Ses03M_script01_1_M010,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M010.pt
4049,Ses03M_script01_1_M011,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M011.pt
4050,Ses03M_script01_1_M012,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M012.pt
4051,Ses03M_script01_1_M014,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M014.pt
4052,Ses03M_script01_1_M015,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M015.pt
4053,Ses03M_script01_1_M016,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M016.pt
4054,Ses03M_script01_1_M017,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M017.pt
4055,Ses03M_script01_1_M019,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M019.pt
4056,Ses03M_script01_1_M020,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M020.pt
4057,Ses03M_script01_1_M021,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M021.pt
4058,Ses03M_script01_1_M022,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M022.pt
4059,Ses03M_script01_1_M023,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M023.pt
4060,Ses03M_script01_1_M024,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M024.pt
4061,Ses03M_script01_1_M026,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M026.pt
4062,Ses03M_script01_1_M027,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M027.pt
4063,Ses03M_script01_1_M028,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M028.pt
4064,Ses03M_script01_1_M029,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M029.pt
4065,Ses03M_script01_1_M030,sad,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M030.pt
4066,Ses03M_script01_1_M031,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M031.pt
4067,Ses03M_script01_1_M033,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M033.pt
4068,Ses03M_script01_1_M034,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M034.pt
4069,Ses03M_script01_1_M035,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M035.pt
4070,Ses03M_script01_1_M036,sad,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M036.pt
4071,Ses03M_script01_1_M037,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M037.pt
4072,Ses03M_script01_1_M038,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M038.pt
4073,Ses03M_script01_1_M039,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M039.pt
4074,Ses03M_script01_1_M040,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M040.pt
4075,Ses03M_script01_1_M041,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M041.pt
4076,Ses03M_script01_1_M042,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M042.pt
4077,Ses03M_script01_1_M043,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M043.pt
4078,Ses03M_script01_1_M045,sad,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M045.pt
4079,Ses03M_script01_1_M046,sad,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M046.pt
4080,Ses03M_script01_1_M047,sad,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_1\Ses03M_script01_1_M047.pt
4081,Ses03M_script01_2_F000,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_2\Ses03M_script01_2_F000.pt
4082,Ses03M_script01_2_F001,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_2\Ses03M_script01_2_F001.pt
4083,Ses03M_script01_2_F006,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_2\Ses03M_script01_2_F006.pt
4084,Ses03M_script01_2_F009,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_2\Ses03M_script01_2_F009.pt
4085,Ses03M_script01_2_F010,sad,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_2\Ses03M_script01_2_F010.pt
4086,Ses03M_script01_2_F011,sad,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_2\Ses03M_script01_2_F011.pt
4087,Ses03M_script01_2_F012,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session3\sentences\mfcc\Ses03M_script01_2\Ses03M_script01_2_F012.pt
